Date,Region,Report_Text
09/07/2023,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
09/08/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/07/2023,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2023,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
09/06/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
09/05/2023,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
10/03/2023,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/03/2023,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/03/2023,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
10/04/2023,RE,"Loss of electric service to more than 50,000 customers for 1 hour or more"
10/05/2023,"RE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/06/2023,RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/07/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/07/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/07/2023,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/12/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/12/2023,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/12/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/14/2023,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/14/2023,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/15/2023,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/18/2023,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
10/19/2023,RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/19/2023,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/19/2023,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/21/2023,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/22/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/25/2023,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.
10/26/2023,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/26/2023,RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/26/2023,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
10/26/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
10/29/2023,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2023-11-01 00:00:00,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.
